,OSOURCE,STATE,ZIP,CLUSTER,HOMEOWNR,GENDER,DATASRCE,SOLIH,VETERANS,RFA_2,RFA_2R,GEOCODE2,DOMAIN_A,DOMAIN_B
62243,MBC,TX,76640,44,U,M,2,12,,L1E,L,C,R,2
62244,MCO,WI,53716,13,H,F,3,,,L2G,L,B,S,1
62245,AML,IL,61615,35,H,M,3,,Y,L1F,L,B,T,1
62246,ARB,OTHER,82001,30,H,M,3,,,L3E,L,C,C,3
62247,CNT,OTHER,87301,34,H,F,3,,,L1G,L,D,T,1
62248,D02,FL,34209,28,H,F,1,,,L1F,L,B,C,2
62249,SYN,TX,75043,17,H,F,3,,,L4D,L,A,S,2
62250,MBC,WA,98115,2,H,M,2,,Y,L1F,L,A,U,1
62251,SYN,CA,95610,6,H,F,2,,,L2F,L,B,U,2
62252,FRC,IN,47547,41,U,M,3,,,L1F,L,D,T,3
62253,HOS,CA,91107,19,U,M,3,,,L4D,L,A,S,2
62254,SUN,OTHER,97504,26,U,,3,,,L3D,L,C,C,2
62255,,IL,62274-,45,U,M,3,12,,L1E,L,D,R,2
62256,BHG,CA,92220,51,H,F,2,,Y,L1E,L,A,R,3
62257,LKE,CA,93618,52,H,J,3,,,L1E,L,B,R,3
62258,CNT,IL,61081,34,H,M,3,,,L1G,L,C,T,1
62259,DCD,CA,91733,8,H,F,3,12,,L2E,L,A,U,3
62260,HHH,OTHER,74055,41,H,F,3,,,L2F,L,B,T,3
62261,FRC,FL,32224,24,U,F,3,,,L4G,L,B,C,1
62262,JFY,CA,95465,13,H,F,3,,Y,L4G,L,A,S,1
62263,WRG,IN,47302,30,H,M,3,12,,L3F,L,C,C,3
62264,AGR,OTHER,55317,12,H,M,3,,,L1G,L,A,S,1
62265,MBC,CA,91316,3,U,F,3,12,,L1F,L,A,U,1
62266,ESN,IN,47408,24,H,M,1,,,L1F,L,C,C,1
62267,KEN,CA,91301,34,H,F,2,,,L1F,L,A,T,1
62268,,CA,95204,5,H,M,3,12,,L4E,L,B,U,2
62269,FGM,TX,78669,42,H,F,2,,,L3E,L,B,R,1
62270,STA,TX,79543-,53,U,F,3,,,L1F,L,D,R,3
62271,ASC,MI,48827,40,U,M,3,,,L1F,L,B,T,2
62272,MBC,MI,48864,35,H,F,2,,,L3F,L,B,T,1
62273,BLI,OTHER,55790,45,U,M,3,12,,L1F,L,B,R,2
62274,L02,OTHER,89451,35,H,F,3,,,L1G,L,B,T,1
62275,L21,OTHER,96815,4,U,M,3,,,L1G,L,B,U,2
62276,IMP,FL,33314,29,U,F,3,,,L2G,L,A,C,2
62277,DRK,MO,63128,13,H,F,3,,,L1E,L,A,S,1
62278,L02,OTHER,85381,23,H,F,3,,,L2G,L,A,C,1
62279,MBC,OTHER,73106,27,U,F,3,,,L1F,L,B,C,2
62280,CRG,WA,98409,10,U,F,3,,,L1F,L,A,U,4
62281,SYN,MI,49083,42,H,M,3,,,L1F,L,C,R,1
62282,L02,OTHER,35217,21,H,F,3,,,L4D,L,B,S,3
62283,LEE,FL,32136,28,U,F,1,,,L1F,L,D,C,2
62284,WKB,CA,92307,38,H,F,3,,,L1G,L,A,T,2
62285,L04,OTHER,87901,37,H,F,2,12,,L1G,L,D,T,2
62286,SSS,OTHER,42031,45,H,M,3,,,L1G,L,D,R,2
62287,PBL,NC,27106,25,U,F,3,,,L1G,L,B,C,2
62288,MIC,FL,33526,28,U,F,2,,,L4D,L,A,C,2
62289,MBC,WA,98513,35,H,M,3,,,L2E,L,C,T,1
62290,TVG,CA,93620,52,H,F,3,12,,L1E,L,B,R,3
62291,AML,IL,60629,26,H,F,3,,,L4D,L,A,C,2
62292,STL,WI,53581,36,U,F,1,,,L3E,L,D,T,2
62293,L21,OTHER,41006,43,U,M,2,,,L2F,L,D,R,2
62294,COH,OTHER,29464-,12,U,,3,,,L1F,L,B,S,1
62295,LEW,NC,28711,37,H,F,3,,,L4E,L,C,T,2
62296,HOS,OTHER,70003,15,U,F,2,,,L1F,L,B,S,1
62297,LHJ,WI,54766,51,U,F,3,,,L1F,L,D,R,3
62298,MCC,OTHER,37854,37,H,F,3,,,L1G,L,D,T,2
62299,CAW,TX,78245,18,H,M,3,,,L1G,L,B,S,2
62300,GRI,MO,63125,21,H,M,3,,,L2E,L,A,S,3
62301,ENQ,IN,46706,36,U,M,3,,,L2G,L,B,T,2
62302,GAR,OTHER,29414,35,H,M,1,,,L1F,L,B,T,1
62303,MBC,OTHER,29150,40,H,F,3,,,L2E,L,C,T,2
62304,IMP,IL,60153,20,H,M,3,,,L4D,L,A,S,2
62305,D02,NC,28546,27,U,F,2,,,L1F,L,C,C,2
62306,AGR,GA,30257,49,U,F,2,,,L4D,L,D,R,2
62307,NAS,WA,98205,40,U,F,3,,,L2E,L,A,T,2
62308,L21,WA,98541,43,U,F,2,,,L3F,L,D,R,2
62309,ADD,OTHER,74802,40,U,,3,,,L1G,L,B,T,2
62310,FRC,TX,77057,13,H,F,3,,,L1G,L,A,S,1
62311,,CA,95981,45,U,M,3,,,L1F,L,C,R,2
62312,DDA,CA,91711,13,H,F,2,,,L1G,L,A,S,1
62313,MCC,NC,28025,40,U,F,3,,,L3E,L,B,T,2
62314,FRC,WI,53227,20,H,M,3,12,Y,L4D,L,B,S,2
62315,MCC,OTHER,37221,39,H,U,3,,,L1F,L,B,T,2
62316,CWR,TX,75087,14,U,F,3,,,L2F,L,A,S,1
62317,AGR,OTHER,38111,11,H,M,3,,,L1G,L,B,S,1
62318,L16,OTHER,80033,17,H,M,3,,Y,L4E,L,B,S,2
62319,CWR,MI,48170,17,U,F,3,,,L4E,L,A,S,2
62320,UCA,NC,28527,50,U,F,2,,,L1F,L,C,R,3
62321,WKB,WI,53012-,40,H,F,3,,,L1F,L,B,T,2
62322,L11,GA,30577,36,U,M,3,,,L2G,L,D,T,2
62323,IMP,CA,91950,10,H,M,3,,,L2F,L,A,U,4
62324,HHL,OTHER,68848,41,U,M,3,,,L1F,L,D,T,3
62325,BHG,MO,64086,40,H,M,3,,Y,L1E,L,B,R,2
62326,HOS,OTHER,56373,40,H,M,2,,,L2E,L,D,R,2
62327,LHJ,OTHER,37091,37,U,F,3,,,L4D,L,D,T,2
62328,WKB,OTHER,38654,39,H,M,3,,,L1G,L,B,T,2
62329,HCC,CA,91765,12,U,F,3,,,L2F,L,A,S,1
62330,FRC,CA,96134,53,H,F,3,,,L1F,L,D,R,3
62331,PV3,OTHER,55331,14,H,F,3,,,L3F,L,A,S,1
62332,IMA,CA,91345,7,H,F,3,,,L2E,L,A,U,2
62333,DRK,WA,98277-,27,H,M,3,,,L2F,L,C,C,2
62334,WFD,MI,48036,16,U,F,1,,,L2F,L,A,S,2
62335,HFS,OTHER,72455,51,U,M,3,,,L1E,L,D,R,3
62336,AML,WI,54140,18,U,,3,,,L1F,L,B,S,2
62337,SUF,MO,63561,53,U,M,3,,,L3D,L,D,R,3
62338,CHT,OTHER,80525,24,H,F,3,,,L1F,L,C,C,1
62339,STR,CA,94509,24,H,M,3,,,L1E,L,A,C,1
62340,APP,MI,48348,35,U,M,3,12,,L4F,L,A,T,1
62341,L01,TX,75243,13,U,M,3,,,L1G,L,A,S,1
62342,MON,CA,92241,40,U,F,3,,,L2F,L,A,R,2
62343,FRC,OTHER,84701,36,H,M,3,12,,L4E,L,D,T,2
62344,AML,OTHER,39532,30,U,F,2,,,L2F,L,C,C,3
62345,L01,OTHER,37849,36,H,F,3,,,L1G,L,B,T,2
62346,STL,CA,94122,2,H,F,3,12,,L1F,L,A,U,1
62347,AGS,TX,79416,12,H,F,2,,,L1G,L,C,S,1
62348,CAW,IL,61530,43,U,F,1,,,L3F,L,B,R,2
62349,PV3,FL,34698,28,U,,3,,,L4E,L,A,C,2
62350,SMM,CA,91208,13,H,M,3,12,,L4F,L,A,S,1
62351,PCL,MI,48182,18,H,M,1,,,L1F,L,A,S,2
62352,AMH,WA,98305,49,U,M,3,,,L1G,L,C,R,2
62353,UCA,TX,78250,14,H,M,3,,,L2E,L,B,S,1
62354,D02,TX,76117,30,H,F,3,,,L2F,L,A,C,3
62355,BRP,OTHER,85746,19,U,,3,,,L1F,L,B,S,2
62356,MON,FL,33404,32,H,F,3,,,L1G,L,B,C,3
62357,BHG,OTHER,97224,29,H,F,3,,,L2F,L,B,C,2
62358,HHH,OTHER,89129,18,H,F,3,,,L1F,L,B,S,2
62359,STR,FL,33073,12,U,U,1,,,L1F,L,A,S,1
62360,GLP,OTHER,59912,49,H,M,2,,Y,L1E,L,C,R,2
62361,ASC,OTHER,29851,41,H,F,2,,,L2E,L,B,T,3
62362,MAT,CA,92069,20,U,,3,,,L4E,L,A,S,2
62363,HCC,OTHER,55112,14,U,M,3,,,L1G,L,A,S,1
62364,BHG,IL,60630,28,H,M,3,12,Y,L1E,L,A,C,2
62365,NPT,CA,91030,25,U,M,3,,,L1G,L,A,C,2
62366,MBC,WI,54618,49,U,F,3,,,L3E,L,D,R,2
62367,ESN,IN,46538,44,H,F,3,0,,L1E,L,C,R,2
62368,WRG,FL,33430,52,H,F,2,,,L3E,L,B,R,3
62369,L02,TX,76308,24,H,F,3,,Y,L1F,L,C,C,1
62370,NNS,CA,96021,46,H,F,3,,,L1G,L,D,R,2
62371,MBC,FL,32796,39,H,F,3,,Y,L3E,L,B,T,2
62372,MBC,IN,47006,46,U,,3,,,L2G,L,D,R,2
62373,HHH,NC,28115,35,H,F,2,,,L1F,L,C,T,1
62374,MBC,WI,54724,45,H,M,3,,,L3D,L,C,R,2
62375,ARG,FL,32095,34,H,M,3,,,L2G,L,B,T,1
62376,HHH,OTHER,29114-,50,U,F,3,,,L1F,L,C,R,3
62377,BHG,FL,32728-,33,H,F,3,,,L2G,L,B,C,3
62378,DUR,WA,98467,20,U,,3,,,L1F,L,A,S,2
62379,DCD,NC,27615,12,H,M,3,,Y,L3E,L,B,S,1
62380,TRV,CA,90403,1,H,F,3,,,L1F,L,A,U,1
62381,L01,CA,95695-,25,H,F,3,,,L1E,L,B,C,2
62382,STR,TX,76230,43,U,F,2,,,L1F,L,D,R,2
62383,ASC,OTHER,68152-,40,H,M,1,12,,L3E,L,B,R,2
62384,CNT,OTHER,29468,50,U,F,2,,,L2F,L,B,R,3
62385,DNA,NC,27604-,2,H,M,2,12,,L2G,L,B,U,1
62386,CNC,WI,53074,40,H,M,3,,,L3E,L,B,T,2
62387,LHJ,NC,27803,35,U,M,3,,,L1F,L,C,T,1
62388,ARG,OTHER,55123,12,U,M,3,,,L1F,L,A,S,1
62389,PCL,IL,62859,40,U,F,2,12,,L4F,L,D,R,2
62390,ASC,MO,63033,16,H,M,3,,Y,L2E,L,A,S,2
62391,MCC,FL,32976,33,U,F,3,,,L4D,L,B,C,3
62392,MCO,OTHER,80303,24,H,M,3,,,L1F,L,B,C,1
62393,LHJ,WA,98815,46,H,M,3,,,L1G,L,C,R,2
62394,OMH,IL,60646,3,U,F,3,,Y,L2E,L,A,U,1
62395,SYN,CA,91722,20,H,M,3,,,L4E,L,A,S,2
62396,MBC,OTHER,72736,43,U,F,3,,,L1G,L,C,R,2
62397,MB1,OTHER,37716,39,H,F,3,,Y,L2F,L,B,T,2
62398,GPS,TX,77024,3,U,F,3,,,L4D,L,A,U,1
62399,ARG,OTHER,80110,13,H,M,2,,,L1F,L,B,S,1
62400,HOS,CA,93422,38,H,F,3,,,L2F,L,C,T,2
62401,UCA,CA,91744,19,H,M,3,,,L1F,L,A,S,2
62402,IMP,IL,60406,20,U,F,3,,,L4G,L,A,S,2
62403,L03,CA,94507-,13,H,F,2,,,L4F,L,A,S,1
62404,MBC,IN,46552,49,H,M,3,,,L3E,L,B,R,2
62405,D02,OTHER,29732,27,U,F,3,,,L1F,L,B,C,2
62406,HAN,CA,92653,13,U,M,3,,,L4E,L,A,S,1
62407,MBC,IN,46350,36,H,F,3,,,L1E,L,C,T,2
62408,CWR,FL,33612,9,U,F,3,,,L3E,L,A,U,3
62409,HHH,OTHER,81424,45,U,M,2,,,L1F,L,D,R,2
62410,DNA,OTHER,85268-,35,U,F,3,,,L1F,L,A,T,1
62411,STR,TX,77351,48,U,M,2,,Y,L4E,L,D,R,2
62412,BHG,FL,34232,16,U,M,3,,,L3G,L,B,S,2
62413,FRC,OTHER,89512,27,U,M,3,12,,L1G,L,B,C,2
62414,SFH,WA,99208,35,H,M,3,,,L3F,L,B,T,1
62415,LAK,IL,61863,49,H,F,2,,,L1F,L,C,R,2
62416,AMB,CA,92118,3,H,F,3,,,L1F,L,A,U,1
62417,AGR,NC,28174,49,H,M,3,,,L3F,L,B,R,2
62418,LIS,CA,92843,6,U,,3,,,L3D,L,A,U,2
62419,SYC,OTHER,39475,43,H,F,3,,,L3E,L,D,R,2
62420,FRC,MI,49615,46,U,F,3,,,L2E,L,D,R,2
62421,IMA,MI,48127,3,U,M,3,,,L2F,L,A,U,1
62422,ESN,OTHER,1852,40,H,M,3,,,L3F,L,A,R,2
62423,DNA,OTHER,29506,40,U,F,3,,,L1F,L,C,T,2
62424,COS,OTHER,42320,45,H,M,2,,,L2F,L,D,R,2
62425,SWP,FL,34447,37,H,M,2,12,,L4E,L,C,T,2
62426,AGS,CA,94116,2,H,M,2,,,L1F,L,A,U,1
62427,HCC,IL,60061,14,U,M,3,,,L1G,L,A,S,1
62428,SYC,CA,94591,24,H,F,3,,,L1G,L,A,C,1
62429,EAS,TX,76049,48,H,F,3,,,L1F,L,D,R,2
62430,AGR,CA,94110,9,U,,3,,,L1G,L,A,U,3
62431,WKB,TX,77493,35,H,M,3,,,L2E,L,A,T,1
62432,HCC,IL,60068,12,U,M,3,,Y,L3F,L,A,S,1
62433,CSM,OTHER,55746,41,H,M,3,,Y,L2F,L,B,T,3
62434,ARG,CA,92128,13,U,F,3,,,L4G,L,A,S,1
62435,,FL,34287,37,H,M,3,12,,L1G,L,B,T,2
62436,BRY,OTHER,41001,36,H,M,3,,Y,L1E,L,B,T,2
62437,L23,IN,46323,21,H,M,3,,Y,L1F,L,A,S,3
62438,AMB,CA,95695,26,U,M,1,,,L4E,L,B,C,2
62439,MCC,OTHER,37421,35,H,F,3,,Y,L2E,L,B,T,1
62440,L02,OTHER,85630,45,H,F,2,,Y,L3E,L,C,R,2
62441,MON,MI,48473,44,U,M,1,,,L1F,L,B,R,2
62442,HAN,MI,49270,49,U,F,1,,,L4D,L,A,R,2
62443,MBC,TX,78620-,42,H,F,2,,,L1F,L,B,R,1
62444,DRK,CA,90290-,10,U,M,3,12,,L3F,L,A,U,4
62445,SYN,CA,91935,34,H,M,3,,,L4D,L,A,T,1
62446,AGR,CA,90278,3,H,M,3,,,L1F,L,A,U,1
62447,AMB,CA,92545,29,U,F,3,,,L4E,L,A,C,2
62448,MBC,GA,31324,42,U,F,3,,,L4E,L,D,R,1
62449,VIG,CA,93536,40,H,M,2,,,L2G,L,A,T,2
62450,IMP,OTHER,55372,35,H,F,3,,Y,L1F,L,A,T,1
62451,WKB,CA,91790,19,H,F,2,12,,L3D,L,A,S,2
62452,MBC,FL,33710,5,H,M,2,,,L3E,L,A,U,2
62453,L15,OTHER,80906,34,H,M,3,,Y,L1F,L,B,T,1
62454,BOA,NC,28311,12,H,M,1,,Y,L1F,L,B,S,1
62455,AML,TX,75115,14,U,M,3,,,L1G,L,A,S,1
62456,HOS,TX,78728,11,H,F,3,,,L4E,L,B,S,1
62457,WKB,OTHER,59901,44,U,F,3,,,L3F,L,C,R,2
62458,ARG,CA,95020,35,H,M,1,,,L1F,L,A,T,1
62459,HOS,GA,30557,43,H,M,2,,,L4E,L,D,R,2
62460,IMP,OTHER,80221,18,H,M,3,,,L2F,L,B,S,2
62461,GRI,OTHER,35481,50,U,M,3,,,L2G,L,D,R,3
62462,CNT,IL,61071,41,H,F,3,,,L4E,L,C,T,3
62463,SMI,IL,61614,25,H,M,2,,,L2E,L,B,C,2
62464,HOW,FL,33159,31,U,F,3,,,L4F,L,A,C,3
62465,NAS,OTHER,37014,35,U,M,3,,,L2F,L,B,T,1
62466,DRK,MI,48017,20,U,F,3,,,L3E,L,A,S,2
62467,HJR,CA,90270,8,U,M,3,,,L1F,L,A,U,3
62468,TX1,NC,28304,30,H,M,3,,,L1F,L,B,C,3
62469,MBC,MI,48091,16,U,F,3,,,L1E,L,A,S,2
62470,AML,TX,76712,34,U,M,3,,,L1F,L,C,T,1
62471,RAY,GA,31064,43,U,M,3,,,L1F,L,D,R,2
62472,DNA,IN,46563,36,H,M,3,,,L1G,L,D,T,2
62473,ACB,FL,33162,4,H,F,3,,,L1E,L,A,U,2
62474,BHG,OTHER,35951,40,U,M,3,,Y,L1F,L,C,R,2
62475,MCC,WA,98360,39,H,U,2,,,L1F,L,A,T,2
62476,MYS,OTHER,56528,46,H,F,3,,,L3E,L,D,R,2
62477,BHG,OTHER,85382,33,U,M,3,,,L2E,L,A,C,3
62478,FRC,OTHER,37701-,52,U,,3,,,L1G,L,B,R,3
62479,TVG,OTHER,39111,47,H,F,2,,,L4F,L,D,R,2
62480,RPH,GA,30115,44,U,F,3,,,L1F,L,A,R,2
62481,,NC,28091,50,H,F,3,,,L3E,L,D,R,3
62482,L01,WA,98390,36,H,M,3,,,L3E,L,A,T,2
62483,MGV,OTHER,35160,36,U,M,3,,Y,L1F,L,C,T,2
62484,ARG,FL,33137,9,U,M,2,,,L4D,L,A,U,3
62485,NWF,IN,46383,24,H,F,3,,,L2F,L,A,C,1
62486,FCR,WI,53202,1,U,F,3,,,L4F,L,B,U,1
62487,L02,CA,91206,4,U,F,3,,,L2G,L,A,U,2
62488,AML,OTHER,68025,36,U,M,3,,,L1F,L,D,T,2
62489,FRC,OTHER,36544,39,U,F,3,,,L1F,L,B,T,2
62490,MBC,TX,75706,36,U,F,3,,,L1F,L,C,T,2
62491,IMP,MI,49024,12,U,M,3,,,L2F,L,C,S,1
62492,JCD,FL,33156,11,H,M,2,,,L1F,L,A,S,1
62493,HCC,FL,34234,24,U,F,3,,,L1G,L,B,C,1
62494,LIS,OTHER,66049,22,H,F,2,,,L1F,L,C,C,1
62495,DUR,OTHER,80917,24,H,M,3,,,L4F,L,B,C,1
62496,SCP,CA,91505,3,H,F,2,,,L3D,L,A,U,1
62497,DRK,CA,92104,9,U,F,3,,,L4E,L,A,U,3
62498,DCD,MO,63501,36,H,F,3,,,L4D,L,D,T,2
62499,HHH,GA,30087,12,H,M,3,,,L1F,L,A,S,1
62500,HCC,OTHER,81658,42,U,F,3,,,L2F,L,D,R,1
62501,AMB,FL,34653,33,U,M,3,,,L1E,L,A,C,3
62502,SYN,OTHER,84117,14,H,F,3,,,L1F,L,B,S,1
62503,LIS,IN,46148,45,H,M,3,,,L1F,L,D,R,2
62504,PV3,WI,54202,44,H,M,3,,,L3D,L,D,R,2
62505,ABC,IL,61866,38,H,F,3,,,L1F,L,C,T,2
62506,VIG,MO,63131,13,H,F,3,,,L2E,L,A,S,1
62507,SYN,OTHER,85224,12,H,F,2,,,L1F,L,A,S,1
62508,HCC,OTHER,89104,5,U,M,3,,,L4E,L,B,U,2
62509,NAS,FL,34994,29,U,F,2,,,L1E,L,B,C,2
62510,LAK,OTHER,29582-,51,H,M,2,,,L1F,L,C,R,3
62511,SYN,CA,93013,34,H,M,2,,,L1F,L,B,T,1
62512,IMP,CA,91902,11,H,F,2,,,L1F,L,A,S,1
62513,GRT,IN,46126,44,H,M,2,,,L3E,L,B,R,2
62514,HCC,FL,32963,23,H,M,2,,,L2F,L,C,C,1
62515,OMH,OTHER,85299,40,U,M,2,,,L3E,L,A,R,2
62516,LIS,FL,33614,9,H,F,3,,,L4E,L,A,U,3
62517,L01,CA,90290,14,U,F,3,,Y,L2E,L,A,S,1
62518,LHJ,CA,90716,40,U,F,3,12,,L1F,L,A,R,2
62519,LIS,CA,94122,2,H,M,3,2,,L2F,L,A,U,1
62520,AMB,CA,94015,2,H,F,1,12,Y,L1E,L,A,U,1
62521,L01,TX,79316,44,U,M,2,,,L1F,L,D,R,2
62522,FRC,OTHER,35811,49,H,F,3,,,L3E,L,B,R,2
62523,L01,IL,60632,8,U,F,3,,,L2F,L,A,U,3
62524,AML,OTHER,37912,27,H,F,3,,,L1F,L,B,C,2
62525,LIS,FL,34238,23,U,F,3,12,,L1G,L,B,C,1
62526,L21,FL,32578,36,H,M,3,,,L1F,L,C,T,2
62527,CNT,IL,60187,11,U,U,1,,,L1F,L,A,S,1
62528,KEN,NC,27030,36,H,M,2,,,L4E,L,C,T,2
62529,TRV,OTHER,97601,36,H,M,3,,,L1F,L,C,T,2
62530,L04,CA,90275,40,H,F,2,,,L1G,L,A,R,2
62531,L04,FL,33761,29,H,F,3,,,L4E,L,A,C,2
62532,SYN,TX,77382,24,U,,3,,,L2F,L,A,C,1
62533,L01,OTHER,55433-,13,H,M,3,,,L1G,L,A,S,1
62534,HSP,OTHER,55732,51,U,,3,,Y,L1F,L,B,R,3
62535,MON,TX,77478,12,H,M,2,,,L1F,L,A,S,1
62536,AGR,IL,60620,8,H,M,3,,,L2G,L,A,U,3
62537,ASC,FL,33703,23,H,F,3,,,L2E,L,A,C,1
62538,OMH,OTHER,84103,25,U,M,3,,,L4E,L,B,C,2
62539,,OTHER,37206,30,U,F,3,12,,L1F,L,B,C,3
62540,AML,TX,77023,10,H,F,2,,,L1G,L,A,U,4
62541,SUN,NC,28607,27,H,M,2,,Y,L1E,L,D,C,2
62542,FRC,OTHER,97738,49,U,M,3,,,L2F,L,D,R,2
62543,HSF,FL,33157,14,H,M,1,,,L1G,L,A,S,1
62544,VTM,IN,46540,49,H,M,3,,,L1F,L,C,R,2
62545,WRG,IL,61554,21,H,F,3,,,L2F,L,B,S,3
62546,NTW,OTHER,29040,39,U,F,3,,,L1F,L,C,T,2
62547,NAD,TX,76634,48,H,M,2,,,L2F,L,D,R,2
62548,MBC,OTHER,84093,2,H,F,1,,,L1F,L,B,U,1
62549,AGR,OTHER,35016,43,U,M,3,,,L3G,L,C,R,2
62550,BAN,MO,64050,31,U,F,3,,,L1F,L,B,C,3
62551,HCC,TX,78013,46,U,F,2,,,L1F,L,D,R,2
62552,LKE,CA,95404,26,U,,3,,,L1F,L,A,C,2
62553,MBC,OTHER,74115,21,H,M,3,,Y,L1G,L,B,S,3
62554,NWN,CA,93442,23,U,F,3,,,L4E,L,C,C,1
62555,WKB,WI,54418,43,H,F,2,,,L2F,L,D,R,2
62556,OVS,IL,60532,24,H,F,3,,,L2F,L,A,C,1
62557,OUL,OTHER,29488,42,H,M,3,,,L1F,L,D,R,1
62558,LIS,FL,33619,21,H,M,3,,,L2F,L,A,S,3
62559,AML,CA,91356,13,H,M,3,,,L1G,L,A,S,1
62560,HOS,CA,90504,7,H,F,3,,,L1G,L,A,U,2
62561,WKB,IL,60013,40,H,F,3,,,L1E,L,A,T,2
62562,MBC,OTHER,39440,36,U,F,2,,,L3E,L,C,T,2
62563,HHH,OTHER,70730,31,U,F,2,,,L4E,L,D,C,3
62564,CWR,IL,61603,31,U,M,2,,,L1G,L,B,C,3
62565,BHG,WI,53144,18,H,F,3,,,L2G,L,A,S,2
62566,HHH,TX,77015,30,H,F,3,,,L3E,L,A,C,3
62567,L01,GA,30033,15,H,M,3,,Y,L1G,L,A,S,1
62568,AMB,CA,95350,16,U,F,3,,,L2E,L,B,S,2
62569,DNA,NC,27012,35,U,M,2,12,,L1F,L,B,T,1
62570,TIM,CA,91362,24,H,M,2,,,L1F,L,A,C,1
62571,AGS,TX,77356-,46,H,M,3,,Y,L1F,L,A,R,2
62572,IMA,NC,28134,17,U,M,3,,,L1F,L,B,S,2
62573,MCC,OTHER,80906,25,U,F,1,,,L3D,L,B,C,2
62574,PLU,OTHER,87111,40,H,F,2,12,,L3E,L,B,R,2
62575,MBC,GA,31088,27,H,M,2,,Y,L2G,L,B,C,2
62576,MCC,CA,92124-,2,U,F,2,,,L1F,L,A,U,1
62577,IMA,WA,98682,40,H,F,2,,,L1G,L,B,T,2
62578,BHG,FL,33445,29,H,F,3,,,L1F,L,B,C,2
62579,CJR,OTHER,80233,43,H,F,1,,,L1G,L,B,R,2
62580,AGS,IL,60657,1,H,F,3,,,L1F,L,A,U,1
62581,MBC,WI,54115,11,H,M,1,,Y,L1F,L,C,S,1
62582,USB,GA,30096,15,H,M,3,,,L2F,L,A,S,1
62583,IMP,FL,32225,12,H,M,3,,,L4F,L,B,S,1
62584,STR,CA,90220,20,H,F,2,,,L1E,L,A,S,2
62585,CAW,CA,92054,31,U,F,3,,,L2F,L,A,C,3
62586,IMP,OTHER,57376-,53,U,M,3,,,L1E,L,D,R,3
62587,NWN,OTHER,55804-,24,H,F,3,,,L1G,L,B,C,1
62588,LIF,OTHER,89119,21,U,F,3,,,L2F,L,B,S,3
62589,L02,WI,54904,12,U,F,2,,,L4D,L,B,S,1
62590,LHJ,FL,33446,29,U,,3,,,L3D,L,B,C,2
62591,AGR,FL,33461,27,H,M,3,,,L2F,L,B,C,2
62592,SPG,CA,90039,3,U,F,2,,,L4F,L,A,U,1
62593,L01,OTHER,96817,8,U,M,1,,Y,L3E,L,B,U,3
62594,RPH,TX,75217,18,H,F,2,,,L2F,L,A,S,2
62595,IMP,MI,48076,26,H,F,3,,,L1F,L,A,C,2
62596,L01,CA,91206,4,U,M,3,,,L1G,L,A,U,2
62597,FRC,OTHER,42411,43,H,F,2,,,L3F,L,D,R,2
62598,STV,OTHER,51503,35,H,F,2,,,L1F,L,B,T,1
62599,APP,OTHER,85032,18,H,F,3,,,L1F,L,A,S,2
62600,AML,IN,46060,35,U,F,3,,,L1F,L,B,T,1
62601,L02,GA,31091-,50,H,F,2,,Y,L3E,L,D,R,3
62602,DNA,IL,60060,34,U,M,1,,,L1F,L,A,T,1
62603,MCC,OTHER,29526,34,U,F,3,,,L1F,L,C,T,1
62604,PBL,IN,46383,40,U,F,3,,,L2F,L,A,T,2
62605,CHT,GA,30058,19,U,F,3,,,L4E,L,A,S,2
62606,HHH,CA,90640,2,H,F,3,,,L2F,L,A,U,1
62607,BOA,FL,32068-,18,U,F,2,,,L3F,L,B,S,2
62608,DCD,CA,94608,1,H,U,3,,,L1F,L,A,U,1
62609,NEW,FL,33026,4,U,F,3,,,L4F,L,A,U,2
62610,PV3,CA,93062,48,U,M,3,,,L3D,L,A,R,2
62611,GUR,OTHER,80212,5,H,F,3,12,,L3E,L,B,U,2
62612,LIF,FL,32726,26,U,F,3,,,L4G,L,C,C,2
62613,SYN,OTHER,56431,38,U,F,3,,,L4D,L,D,T,2
62614,NTW,TX,76087,49,H,F,3,,Y,L1F,L,A,R,2
62615,ALZ,OTHER,84604,24,H,F,3,,,L1G,L,C,C,1
62616,SPN,OTHER,80461,42,H,M,3,,,L3D,L,D,R,1
62617,BRY,WI,54311,42,H,F,3,,,L2E,L,C,R,1
62618,HAN,TX,76301,33,U,F,3,,,L2F,L,C,C,3
62619,PCL,OTHER,85029,26,U,M,3,,,L2F,L,A,C,2
62620,DRK,WA,99206,41,H,F,2,,,L2F,L,B,T,3
62621,MBC,IN,47714,20,U,F,3,,,L2F,L,B,S,2
62622,AVN,OTHER,55124,12,H,F,3,,,L1F,L,A,S,1
62623,USB,NC,27320,37,H,F,3,,,L4D,L,C,T,2
62624,SIG,OTHER,74525,43,H,F,2,,,L3E,L,D,R,2
62625,ASC,OTHER,85248,29,H,F,3,,Y,L3G,L,A,C,2
62626,KNG,TX,75457,46,U,M,2,,,L1F,L,D,R,2
62627,MBC,OTHER,70117,8,H,F,3,,,L1F,L,B,U,3
62628,STR,WI,53547,24,U,F,3,,,L3E,L,C,C,1
62629,BHG,WA,98499,18,H,M,3,,,L1F,L,A,S,2
62630,L06,TX,78209,22,H,F,2,,,L4D,L,B,C,1
62631,STV,IN,47006,46,H,M,3,,,L3G,L,D,R,2
