OSOURCE,STATE,ZIP,CLUSTER,HOMEOWNR,GENDER,DATASRCE,SOLIH,VETERANS,RFA_2,RFA_2R,GEOCODE2,DOMAIN_A,DOMAIN_B
AMB,CA,95762,35.0,H,F,3.0,,Y,L4E,L,B,T,1
SSS,GA,30269,35.0,H,M,1.0,,,L2E,L,A,T,1
NPT,IL,60628,10.0,U,F,1.0,,,L1F,L,A,U,4
MBC,WA,98221,40.0,U,U,2.0,,,L1G,L,C,T,2
HCC,CA,90036,22.0,U,M,0,,,L3E,L,A,C,1
HHL,OTHER,85711,27.0,H,M,2.0,,,L3F,L,B,C,2
CRG,CA,95014,2.0,H,F,2.0,,,L2F,L,A,U,1
MBC,OTHER,59870,49.0,U,F,2.0,,Y,L1F,L,D,R,2
DNA,CA,95819,2.0,H,M,3.0,,Y,L3F,L,B,U,1
CSM,OTHER,66531,43.0,H,F,3.0,,,L2F,L,C,R,2
PGR,NC,27522,49.0,U,F,2.0,,,L1F,L,D,R,2
FRC,OTHER,29609,40.0,U,U,3.0,,,L2E,L,B,R,2
WRG,OTHER,72701-,31.0,U,F,3.0,12.0,,L3E,L,C,C,3
MBC,OTHER,41097,43.0,U,M,0,,,L3D,L,D,R,2
DBL,OTHER,55057,38.0,U,M,3.0,,,L1G,L,D,T,2
L14,OTHER,85541,45.0,H,M,3.0,,,L1F,L,D,R,2
FRC,OTHER,80920,12.0,H,M,3.0,,Y,L3G,L,B,S,1
AGS,CA,94015,12.0,H,U,2.0,,,L1G,L,A,S,1
BHG,OTHER,35634,24.0,H,F,3.0,,,L3D,L,U,C,1
SGI,MI,48336,14.0,H,M,3.0,,,L1F,L,A,S,1
EPL,NC,28621,45.0,U,M,3.0,,,L2E,L,C,R,2
K3M,OTHER,85063,21.0,H,F,2.0,,,L3E,L,A,S,3
IMA,FL,32548,27.0,H,F,3.0,,,L2G,L,C,C,2
LEO,FL,33305,9.0,U,F,0,,,L1F,L,A,U,3
AGR,CA,91331,8.0,H,M,2.0,,,L1F,L,A,U,3
BHG,CA,90701,8.0,H,F,2.0,12.0,,L2G,L,A,U,3
FRC,WA,98231,46.0,U,F,0,,,L1F,L,C,R,2
AML,FL,33068,7.0,U,M,2.0,,,L1G,L,A,U,2
AMB,CA,95118,40.0,U,F,2.0,,,L2E,L,A,R,2
RBA,IL,60047,35.0,H,M,3.0,,Y,L1G,L,A,T,1
QUI,CA,94112,6.0,H,M,2.0,,,L2F,L,A,U,2
AMB,CA,94116,2.0,H,M,3.0,,,L1F,L,A,U,1
SSS,TX,77479,42.0,H,M,3.0,,,L2F,L,A,R,1
FOS,MI,48101,8.0,H,F,3.0,,,L3E,L,A,U,3
FRC,CA,94587,12.0,U,F,0,,,L4E,L,A,S,1
L02,TX,75501,39.0,H,F,3.0,,,L1F,L,C,T,2
MCO,OTHER,55811,21.0,H,M,3.0,,,L1F,L,B,S,3
STR,OTHER,29715-,35.0,H,F,2.0,,,L4D,L,B,T,1
LIS,OTHER,72366,50.0,U,F,0,,,L2E,L,D,R,3
L02,CA,94605,8.0,H,F,2.0,,,L4E,L,A,U,3
L02,TX,76538,45.0,U,F,3.0,,,L2E,L,C,R,2
IMP,MI,48476,39.0,U,M,0,,,L1F,L,C,T,2
HAN,OTHER,36611,28.0,H,M,3.0,,Y,L3F,L,B,C,2
LKE,OTHER,70058,32.0,H,M,3.0,,Y,L1E,L,B,C,3
ANN,IL,61604,40.0,U,F,3.0,,,L4D,L,B,T,2
BHG,OTHER,80229,21.0,H,F,2.0,,Y,L1F,L,B,S,3
STR,CA,92620,29.0,U,F,0,12.0,,L1G,L,A,C,2
HFH,CA,92843,6.0,H,M,2.0,,,L2F,L,A,U,2
D02,OTHER,57501,36.0,H,F,3.0,,,L1G,L,D,T,2
BHG,CA,95076,28.0,H,M,3.0,,,L4F,L,A,C,2
MCC,CA,92649,13.0,U,,0,,,L2G,L,A,S,1
MBC,NC,27249,44.0,U,,0,12.0,,L1F,L,B,R,2
L01,MO,64468,40.0,U,F,2.0,12.0,,L2G,L,D,R,2
AML,CA,95610,12.0,H,M,3.0,12.0,,L2G,L,B,S,1
SYN,OTHER,80226,8.0,H,M,3.0,,,L1G,L,B,U,3
DRK,OTHER,35226,24.0,H,F,3.0,,Y,L3G,L,B,C,1
LIS,WI,53083,27.0,H,F,3.0,,,L2F,L,C,C,2
NAS,OTHER,85222,43.0,H,M,2.0,,Y,L2F,L,C,R,2
MCC,FL,34761,18.0,H,F,2.0,,,L1F,L,B,S,2
UCA,OTHER,97203-,22.0,U,F,0,,,L3E,L,B,C,1
SSS,OTHER,97223,24.0,H,M,2.0,,,L1F,L,B,C,1
HHS,TX,75751,36.0,H,M,2.0,,,L1F,L,C,T,2
,OTHER,73505,24.0,H,M,3.0,0.0,,L2G,L,C,C,1
SYC,MI,49090,41.0,H,M,2.0,,,L1F,L,C,T,3
SEP,GA,31019,43.0,U,,0,12.0,Y,L2E,L,D,R,2
AML,OTHER,84040,35.0,H,M,2.0,,,L3E,L,B,T,1
CWR,OTHER,89131-,20.0,U,M,3.0,,,L1F,L,B,S,2
NAS,OTHER,80621,43.0,U,F,3.0,,,L2F,L,C,R,2
DON,IN,47804,28.0,H,F,3.0,,,L1G,L,C,C,2
MLK,FL,34748,36.0,H,F,2.0,12.0,,L2E,L,C,T,2
MBC,MO,63857,36.0,U,M,0,,,L3G,L,D,T,2
BHG,OTHER,37643,37.0,H,M,3.0,12.0,,L2F,L,B,T,2
CHS,GA,30342,15.0,H,F,3.0,,,L2F,L,A,S,1
BLI,IL,60178,38.0,U,F,3.0,,,L1F,L,C,T,2
ANT,MI,48213,8.0,H,F,2.0,,,L1F,L,A,U,3
HOS,IL,62208,27.0,H,F,3.0,,,L1F,L,A,C,2
DEL,MI,49341-,48.0,H,F,3.0,,Y,L1G,L,B,R,2
HHH,FL,34230,31.0,H,F,2.0,,,L2G,L,B,C,3
ASE,OTHER,84401,31.0,U,M,1.0,,,L1F,L,B,C,3
NHB,IL,60525,12.0,U,M,0,,,L2F,L,A,S,1
KNG,MI,49444,16.0,U,,0,,,L3E,L,C,S,2
MBC,CA,91710,21.0,U,F,0,,,L1G,L,A,S,3
LHJ,GA,31210,35.0,U,M,1.0,,,L3G,L,B,T,1
L01,OTHER,82801,40.0,H,M,3.0,,,L1F,L,D,T,2
DEL,MI,48623,49.0,H,M,2.0,,,L2F,L,B,R,2
LIS,MI,49720,42.0,H,M,3.0,,,L4E,L,D,R,1
TVF,OTHER,41653,28.0,U,M,3.0,,,L1F,L,D,C,2
SYC,CA,95032,3.0,U,F,0,,,L1G,L,A,U,1
IMP,FL,32256-,15.0,U,,0,,,L3E,L,B,S,1
FRC,OTHER,37311,31.0,U,F,0,,,L1G,L,C,C,3
L02,OTHER,85711,40.0,U,F,3.0,12.0,,L1F,L,B,R,2
D02,GA,30263,49.0,H,F,3.0,,,L3D,L,A,R,2
BOA,CA,94903,1.0,H,F,3.0,,,L1F,L,A,U,1
TV1,CA,92780,11.0,H,M,1.0,,,L1F,L,A,S,1
HAN,IN,46222,30.0,H,M,2.0,,,L1F,L,B,C,3
DON,GA,30311,27.0,U,F,3.0,,,L3G,L,A,C,2
COS,OTHER,68736,45.0,U,F,0,,,L1E,L,D,R,2
STR,OTHER,58703,43.0,U,F,3.0,,,L4D,L,C,R,2
HCC,CA,91001,40.0,H,F,3.0,,,L2F,L,A,R,2
HOS,OTHER,29006,47.0,H,M,2.0,,,L1F,L,B,R,2
MCC,TX,75573,43.0,U,F,2.0,,,L1F,L,C,R,2
ASC,IL,60104,40.0,U,M,2.0,,,L1E,L,A,R,2
HAM,OTHER,96792,5.0,U,,0,,,L1F,L,B,U,2
HCC,CA,91502,17.0,U,M,3.0,,,L1F,L,A,S,2
HCC,WA,98058,40.0,H,F,3.0,,,L1F,L,A,T,2
PCL,TX,79413,27.0,U,F,3.0,,,L3D,L,C,C,2
PBL,CA,95763,21.0,U,F,0,,,L2F,L,B,S,3
AGR,TX,77355,49.0,U,M,2.0,,,L1F,L,A,R,2
BHG,CA,90503,3.0,H,F,3.0,,Y,L3G,L,A,U,1
PV3,IN,46322,11.0,U,M,0,,,L1G,L,A,S,1
CRG,GA,30577,36.0,U,F,3.0,,,L1F,L,D,T,2
IMP,OTHER,85014,17.0,U,F,3.0,,,L1F,L,A,S,2
BHG,OTHER,57012,45.0,U,M,0,,,L1E,L,D,R,2
CNT,OTHER,55013,37.0,H,M,3.0,,,L2G,L,A,T,2
DCD,CA,91350,24.0,H,M,3.0,,,L3F,L,A,C,1
MBC,OTHER,72113,2.0,H,F,3.0,,,L1F,L,B,U,1
SUN,WI,54703,27.0,U,M,1.0,,,L2E,L,C,C,2
SGI,TX,76208,40.0,H,M,3.0,,,L1F,L,A,T,2
ARG,FL,34690,33.0,H,F,2.0,,,L3F,L,A,C,3
AGR,WA,98178,17.0,H,F,2.0,,,L2F,L,A,S,2
SYN,MO,63141,13.0,H,M,1.0,,,L1G,L,A,S,1
DNA,IL,62521,30.0,H,M,3.0,,,L1F,L,C,C,3
ARG,OTHER,70360,35.0,H,M,3.0,,,L1G,L,C,T,1
SSS,GA,31639,43.0,H,F,2.0,,,L1F,L,D,R,2
HCC,TX,77019,7.0,H,U,3.0,,,L1F,L,A,U,2
CNT,IL,61401,39.0,U,M,2.0,,,L3E,L,C,T,2
SYC,TX,77080,17.0,H,F,3.0,,,L4D,L,A,S,2
LIF,FL,32905,33.0,U,F,0,,,L1F,L,B,C,3
ENQ,FL,33702,10.0,U,F,0,,,L4D,L,A,U,4
MBC,WI,53960,49.0,U,M,3.0,,,L4D,L,D,R,2
RMG,TX,76205,24.0,U,F,1.0,,,L1F,L,A,C,1
HOW,OTHER,89119,20.0,U,M,0,,,L1G,L,B,S,2
ENQ,IL,62223,24.0,H,M,3.0,,,L1F,L,A,C,1
STL,MI,48160,49.0,H,M,3.0,,,L2G,L,A,R,2
IMA,FL,33175,19.0,H,F,3.0,,,L3G,L,A,S,2
HOS,OTHER,85365,37.0,U,F,0,,,L3E,L,C,T,2
COK,IL,60187,15.0,U,F,0,,,L1F,L,A,S,1
JUD,IN,47588,43.0,U,F,0,,,L2E,L,D,R,2
TVG,IL,62896,35.0,H,F,3.0,,,L2E,L,D,T,1
ARG,OTHER,89502,17.0,U,U,3.0,,,L4D,L,B,S,2
IMP,OTHER,52157,44.0,U,M,1.0,,,L2F,L,D,R,2
GRI,TX,75968,41.0,U,M,0,,,L3E,L,D,T,3
DNA,OTHER,81001,24.0,H,M,3.0,0.0,Y,L2F,L,C,C,1
LHJ,OTHER,84115,8.0,H,M,1.0,,,L4F,L,B,U,3
DBL,OTHER,69361,41.0,U,M,2.0,,,L2F,L,D,T,3
STV,TX,76306,35.0,H,M,2.0,,,L4D,L,C,T,1
COH,CA,91342,10.0,U,M,0,,,L1F,L,A,U,4
ESN,MI,48235,8.0,U,F,0,,,L1F,L,A,U,3
TCW,CA,95823,5.0,H,F,3.0,,,L2G,L,B,U,2
DEL,IL,61201,30.0,H,M,3.0,,,L1F,L,B,C,3
NWN,NC,28628,43.0,U,F,2.0,,,L1F,L,B,R,2
SPR,OTHER,37743,43.0,U,F,2.0,,,L1G,L,C,R,2
RAY,OTHER,29611,33.0,U,F,0,,,L1E,L,B,C,3
BHG,GA,30121,39.0,U,F,1.0,,,L2F,L,C,T,2
NTW,CA,90505,14.0,H,F,3.0,,,L1F,L,A,S,1
AMB,FL,33325,21.0,H,F,3.0,,,L2E,L,A,S,3
OMH,OTHER,70458-,40.0,H,M,3.0,12.0,,L1F,L,B,R,2
L21,IL,62867,53.0,U,M,0,,Y,L2F,L,D,R,3
OVS,IL,60201,1.0,U,M,0,,,L1F,L,A,U,1
COK,OTHER,73010,49.0,U,M,3.0,,,L4D,L,B,R,2
PV3,OTHER,50109,44.0,U,F,1.0,,,L3E,L,B,R,2
MBC,WI,53704,17.0,H,M,2.0,,,L2F,L,B,S,2
NPP,TX,75238,7.0,H,F,3.0,,,L2G,L,A,U,2
TX2,TX,77530,18.0,H,M,2.0,,,L1G,L,A,S,2
L07,FL,33462,28.0,U,M,0,,,L1F,L,B,C,2
BAN,OTHER,96734,12.0,H,F,3.0,,,L1G,L,B,S,1
VIK,OTHER,70734-,39.0,H,F,2.0,,,L1F,L,B,T,2
OMH,CA,90063,10.0,H,F,2.0,,,L1F,L,A,U,4
GDM,OTHER,83221,49.0,U,F,1.0,,,L1F,L,D,R,2
BHG,CA,90304,10.0,H,M,3.0,,,L2E,L,A,U,4
WIG,CA,93105,22.0,U,F,1.0,,,L1F,L,B,C,1
RPH,OTHER,70129,46.0,U,F,0,,,L2F,L,B,R,2
HHH,MI,48195,10.0,U,F,2.0,,,L1F,L,A,U,4
MYO,OTHER,85029-,2.0,U,,0,,,L2E,L,A,U,1
L16,MI,48386,18.0,H,F,3.0,,,L1F,L,A,S,2
MBC,NC,28352,47.0,U,F,3.0,,,L1F,L,D,R,2
IMP,FL,33460,28.0,H,F,2.0,12.0,,L3E,L,B,C,2
LHJ,GA,30240,38.0,H,F,2.0,,,L2F,L,C,T,2
GRT,OTHER,86321,49.0,U,M,2.0,,,L1F,L,C,R,2
STR,IL,62650,34.0,H,F,2.0,,,L2E,L,D,T,1
IMP,MI,49660,45.0,H,M,3.0,,,L4D,L,D,R,2
HOS,IL,60632,21.0,H,F,3.0,,,L4E,L,A,S,3
SYN,OTHER,70005,10.0,U,F,2.0,,,L2F,L,B,U,4
HHH,FL,32446,37.0,H,M,3.0,,,L4G,L,D,T,2
CMT,MI,48214,10.0,U,F,0,,,L1G,L,A,U,4
WKB,OTHER,68930,53.0,U,M,3.0,,,L2E,L,D,R,3
L01,FL,32907,18.0,H,M,2.0,,,L1F,L,B,S,2
CHS,OTHER,84020,11.0,H,M,3.0,,,L3E,L,B,S,1
DEL,OTHER,99723,44.0,U,M,2.0,,Y,L1F,L,U,R,2
L16,FL,33613,12.0,H,M,3.0,,,L2G,L,A,S,1
WKB,WA,98501,27.0,H,M,3.0,,,L1F,L,C,C,2
L02,GA,31730,47.0,H,F,3.0,,,L1F,L,D,R,2
OMH,OTHER,88401,41.0,U,M,0,,,L4D,L,D,T,3
ALZ,OTHER,99510,41.0,H,M,2.0,,,L1G,L,C,T,3
APP,CA,92123,21.0,U,F,0,,,L3D,L,A,S,3
LIS,FL,33813,24.0,H,F,3.0,12.0,,L1E,L,B,C,1
ESN,IN,46516,31.0,U,M,0,,,L1F,L,C,C,3
HCC,CA,92656,11.0,U,,0,,,L1G,L,A,S,1
TVH,OTHER,68502,18.0,H,M,1.0,,,L1G,L,C,S,2
CHK,OTHER,87124,40.0,U,,0,,,L1F,L,C,T,2
MBC,OTHER,72204,28.0,H,M,2.0,12.0,,L1G,L,B,C,2
MON,OTHER,71302,32.0,H,F,3.0,,,L2F,L,C,C,3
DBL,CA,92109,15.0,U,M,3.0,,,L2F,L,A,S,1
USB,WA,98362,37.0,H,M,3.0,,,L1F,L,C,T,2
TVG,WI,53178,38.0,U,F,0,,,L1F,L,C,T,2
IMP,CA,92103-,10.0,U,M,0,,,L3G,L,A,U,4
HOS,CA,95695,30.0,U,M,2.0,,,L1G,L,B,C,3
ARG,CA,92003,28.0,U,F,0,,,L4D,L,A,C,2
BHG,CA,94596,11.0,H,F,2.0,,Y,L1G,L,A,S,1
BHG,OTHER,87505,27.0,U,M,1.0,,,L4E,L,C,C,2
HHH,TX,76522,39.0,H,F,2.0,,Y,L2F,L,C,T,2
L01,OTHER,85248,40.0,U,M,1.0,,,L1E,L,A,R,2
IMA,OTHER,85715,13.0,H,F,2.0,,,L1F,L,B,S,1
STR,IL,60649,10.0,U,F,3.0,,,L3E,L,A,U,4
USB,WI,53939,46.0,U,F,2.0,,,L2E,L,D,R,2
RPH,IL,61931,51.0,U,F,0,,,L3E,L,D,R,3
AQU,TX,77073,15.0,U,M,0,,,L3F,L,A,S,1
MBC,NC,28270,24.0,U,F,0,,,L1G,L,B,C,1
CAP,WA,98942,40.0,H,F,3.0,,,L1E,L,C,T,2
COK,WI,53081,35.0,H,M,2.0,,,L1G,L,C,T,1
AVN,WI,54022,44.0,U,F,1.0,,,L2E,L,D,R,2
STR,FL,34788-,40.0,H,M,3.0,12.0,Y,L4D,L,C,R,2
LEE,IL,61488,43.0,U,F,3.0,,,L2G,L,C,R,2
HOS,WA,98404,18.0,H,M,3.0,,,L1F,L,A,S,2
IMP,OTHER,87401,36.0,H,M,3.0,,,L1E,L,C,T,2
L01,FL,32666-,46.0,U,F,3.0,,,L1G,L,B,R,2
LHJ,OTHER,37175,53.0,U,M,0,,,L1G,L,D,R,3
TVH,TX,77013,30.0,H,F,3.0,,Y,L1F,L,A,C,3
L11,TX,79768,31.0,U,M,2.0,,,L2G,L,C,C,3
IDL,OTHER,52358,44.0,U,M,2.0,,Y,L1F,L,D,R,2
DRK,CA,90605,13.0,H,F,2.0,,,L1F,L,A,S,1
HOS,OTHER,83629,49.0,U,F,2.0,,,L3F,L,D,R,2
L16,OTHER,35117,49.0,H,F,2.0,,Y,L2F,L,B,R,2
NWN,GA,30339,22.0,U,F,3.0,,,L1G,L,A,C,1
GRI,CA,96001,30.0,U,F,2.0,,,L2E,L,C,C,3
FIN,MI,48423,38.0,H,M,3.0,,,L2E,L,B,T,2
TIM,MI,48532,17.0,U,F,2.0,,,L4D,L,B,S,2
UCA,CA,92120,11.0,H,F,2.0,,,L1G,L,A,S,1
LIS,IL,62995,53.0,H,M,2.0,,,L1F,L,D,R,3
BAN,FL,32246,16.0,H,F,3.0,,,L3G,L,B,S,2
NSH,GA,30214,40.0,H,F,2.0,,Y,L1F,L,A,T,2
ESN,FL,32168,36.0,U,M,1.0,,,L2F,L,B,T,2
MBC,OTHER,42301-,38.0,U,F,1.0,12.0,Y,L2E,L,C,T,2
SYN,OTHER,42409-,40.0,H,M,3.0,,,L4D,L,D,R,2
L15,OTHER,74011,35.0,H,M,3.0,,,L3E,L,B,T,1
DNA,CA,93306,18.0,U,F,0,0.0,,L2E,L,B,S,2
AGR,CA,94965,15.0,U,F,0,,,L1F,L,A,S,1
NHB,NC,27613,11.0,H,M,3.0,,,L1G,L,B,S,1
CHT,OTHER,55350,40.0,U,,0,,,L3E,L,D,R,2
PBL,MI,48125,16.0,H,F,3.0,,,L3F,L,A,S,2
PLN,OTHER,72542,53.0,H,F,2.0,,,L1F,L,D,R,3
LIS,OTHER,37412,26.0,H,F,3.0,,,L2E,L,B,C,2
L01,IN,47170,43.0,H,M,3.0,,,L1F,L,D,R,2
LIS,FL,34112,40.0,U,F,0,,,L1F,L,C,R,2
ARG,OTHER,40223,14.0,H,M,3.0,,,L1F,L,B,S,1
BAN,OTHER,71944,51.0,U,F,0,,,L1F,L,D,R,3
DCD,OTHER,38111,13.0,H,M,3.0,,,L1F,L,B,S,1
L25,NC,28751,46.0,H,F,2.0,,,L1F,L,D,R,2
WKB,OTHER,70570,36.0,U,F,0,,,L1F,L,C,T,2
BHG,OTHER,39755,50.0,H,F,3.0,,,L2F,L,D,R,3
USB,GA,30705,51.0,U,M,0,,,L1F,L,D,R,3
LIS,OTHER,57702,24.0,H,M,3.0,,,L4E,L,C,C,1
LIS,OTHER,68701-,38.0,U,F,0,,,L4D,L,D,T,2
SYN,OTHER,29020,37.0,H,F,3.0,,,L4F,L,D,T,2
AML,WA,98632,30.0,H,F,3.0,,,L2G,L,C,C,3
IMP,OTHER,37864,36.0,U,F,0,,,L1G,L,B,T,2
NAS,IL,62233,36.0,H,M,3.0,,Y,L2F,L,D,T,2
PCL,OTHER,50552,40.0,U,F,0,,,L1F,L,D,R,2
BHG,OTHER,41094,44.0,U,M,0,,,L1F,L,B,R,2
MCC,OTHER,37415,26.0,H,F,3.0,,,L2F,L,B,C,2
TOR,GA,30238,27.0,H,F,3.0,,,L1F,L,A,C,2
LHJ,OTHER,97016,53.0,U,F,2.0,,,L1E,L,D,R,3
LIS,MI,48507,28.0,H,F,3.0,,,L1E,L,B,C,2
SSS,FL,32082,35.0,H,M,3.0,,Y,L1G,L,B,T,1
STR,OTHER,97496,36.0,U,F,0,,,L1G,L,C,T,2
GRI,CA,95662,16.0,H,M,3.0,,,L2F,L,B,S,2
SGI,OTHER,85345,21.0,H,F,2.0,,,L3E,L,A,S,3
ENQ,CA,92675,14.0,H,M,3.0,,,L1F,L,A,S,1
IMP,FL,32934,11.0,H,M,3.0,,Y,L1F,L,B,S,1
SUF,MI,49060,42.0,H,M,2.0,,,L1E,L,D,R,1
HRM,TX,75044,12.0,U,U,2.0,,,L1G,L,A,S,1
ADD,CA,92129,24.0,H,M,3.0,,,L1F,L,A,C,1
MBC,OTHER,56176,45.0,U,M,3.0,,,L2E,L,D,R,2
KIP,CA,94566,24.0,H,M,3.0,,,L3E,L,A,C,1
MBC,MO,63357,49.0,U,F,0,12.0,,L2E,L,D,R,2
MBC,GA,30139,43.0,U,F,0,,,L3E,L,D,R,2
PRV,CA,95608,2.0,H,F,3.0,,,L2F,L,B,U,1
CWR,NC,28723,45.0,U,M,2.0,,Y,L2G,L,D,R,2
CNT,TX,76240,36.0,H,F,2.0,,,L1F,L,D,T,2
MM1,IL,61554,30.0,H,M,3.0,,,L2F,L,B,C,3
BHG,GA,30309,15.0,H,F,3.0,,,L1G,L,A,S,1
FRC,OTHER,82201,49.0,U,F,0,,,L4G,L,D,R,2
D02,OTHER,55112,40.0,U,F,2.0,,,L1F,L,A,R,2
L21,FL,34135,41.0,U,F,0,,,L4D,L,B,T,3
L01,MI,48331,14.0,H,M,3.0,,Y,L1F,L,A,S,1
SPN,OTHER,71854,40.0,U,F,0,,,L1F,L,C,R,2
IMP,CA,90703,2.0,H,F,3.0,,,L1F,L,A,U,1
AGR,CA,90065,8.0,H,F,2.0,,,L1G,L,A,U,3
LVT,OTHER,81252,46.0,U,M,3.0,,,L4E,L,D,R,2
IMP,CA,91901,35.0,U,M,0,,Y,L1F,L,A,T,1
STR,TX,76502,46.0,U,F,0,,,L1F,L,C,R,2
L15,OTHER,70526,36.0,H,M,3.0,,,L1F,L,D,T,2
HOS,MO,65802,30.0,H,F,3.0,,,L1G,L,B,C,3
AP1,FL,32435,45.0,U,,0,,,L1G,L,D,R,2
AML,OTHER,42544,51.0,U,M,2.0,,Y,L1E,L,D,R,3
MEN,WA,98359,40.0,H,M,2.0,,,L4E,L,C,T,2
BHG,OTHER,55075,20.0,H,F,3.0,,,L2F,L,A,S,2
SSS,WA,98125,26.0,H,M,2.0,,,L2G,L,A,C,2
AML,OTHER,83860,49.0,U,F,3.0,,,L1G,L,D,R,2
NAS,WA,98208,12.0,H,M,3.0,,,L2F,L,A,S,1
MBC,OTHER,97034,14.0,H,M,1.0,,,L1G,L,B,S,1
ATS,CA,93630,52.0,H,M,2.0,,Y,L1E,L,B,R,3
MBC,IN,47130,18.0,H,F,3.0,,Y,L1F,L,B,S,2
BRY,OTHER,72501-,36.0,U,U,3.0,,,L3D,L,D,T,2
ESN,OTHER,36106,22.0,H,F,1.0,,,L4D,L,B,C,1
COS,NC,27155,31.0,U,M,0,,,L4D,L,B,C,3
PV3,IL,60048,11.0,H,M,1.0,,,L1G,L,A,S,1
DNA,TX,75206,3.0,H,F,3.0,,,L3E,L,A,U,1
MAT,IL,60901,27.0,H,M,1.0,,,L2E,L,C,C,2
HAM,FL,33139,23.0,U,F,0,,,L1F,L,A,C,1
DNA,CA,92553,27.0,H,M,3.0,,,L1F,L,A,C,2
TYL,CA,91786,9.0,H,F,2.0,,,L1G,L,A,U,3
CHT,NC,27253,31.0,H,M,3.0,,,L4D,L,C,C,3
EAS,CA,94612,10.0,U,M,0,,,L1G,L,A,U,4
LIS,WI,53004,44.0,H,F,3.0,,,L1F,L,B,R,2
AVN,OTHER,86413,40.0,H,F,3.0,,,L2F,L,C,R,2
SUN,FL,32304,39.0,H,F,3.0,,,L1G,L,B,T,2
ENQ,MI,48302,24.0,H,F,1.0,,,L1F,L,A,C,1
ESN,CA,92260,26.0,U,F,0,,,L1F,L,A,C,2
ARG,OTHER,85251,20.0,U,F,3.0,,Y,L3E,L,A,S,2
DNA,MI,48842,40.0,U,F,3.0,,,L1F,L,B,T,2
MBC,TX,77429,35.0,U,F,0,,,L4D,L,A,T,1
GPS,TX,75225,2.0,H,M,2.0,,,L2G,L,A,U,1
AML,CA,91766,8.0,H,M,1.0,,,L1F,L,A,U,3
SYN,IL,60084,40.0,U,M,3.0,,,L1E,L,A,R,2
AGR,MO,64068,38.0,H,M,3.0,,,L1F,L,B,T,2
BOA,OTHER,97206,7.0,U,F,0,,,L1F,L,B,U,2
ESN,IN,46901,32.0,H,F,3.0,,,L4F,L,C,C,3
IMP,IL,60476,16.0,H,M,2.0,,,L1G,L,A,S,2
WKB,TX,77625,43.0,U,F,2.0,,Y,L4G,L,B,R,2
NPA,FL,33834,53.0,H,M,2.0,,,L3E,L,D,R,3
ALZ,WA,98312,31.0,U,M,1.0,,Y,L1F,L,C,C,3
LHJ,WI,54021,44.0,U,M,0,,,L2E,L,D,R,2
MBC,MI,48045,12.0,H,F,3.0,,Y,L1G,L,A,S,1
UCA,MI,49801,49.0,U,M,3.0,12.0,,L2G,L,D,R,2
BHG,TX,76885,53.0,U,F,2.0,,,L1E,L,D,R,3
ASC,TX,78516,41.0,H,F,3.0,,,L3D,L,B,T,3
WKB,OTHER,86314,36.0,H,F,2.0,,,L2F,L,C,T,2
L02,NC,27407,26.0,H,F,3.0,,,L1F,L,B,C,2
MIC,FL,32328,51.0,H,F,2.0,,,L1F,L,D,R,3
AMB,OTHER,85745,34.0,H,M,3.0,12.0,Y,L3F,L,B,T,1
ARG,IN,46580,36.0,U,F,1.0,,,L4E,L,C,T,2
SYN,GA,30075,13.0,U,F,2.0,,,L1G,L,A,S,1
RPH,MO,65536,43.0,H,F,2.0,,,L3F,L,D,R,2
NWN,NC,28803,34.0,U,F,0,,,L2F,L,C,T,1
MCC,CA,95050,1.0,H,F,2.0,,,L2G,L,A,U,1
MBC,FL,33442,11.0,H,M,2.0,,,L3E,L,A,S,1
MCC,GA,30033,15.0,H,M,3.0,,,L1E,L,A,S,1
MON,OTHER,85365,24.0,H,F,2.0,,,L3E,L,C,C,1
USB,FL,32141,40.0,H,M,3.0,12.0,,L4E,L,B,R,2
HCC,OTHER,37087,36.0,U,M,0,,,L3E,L,B,T,2
NWF,OTHER,38462,51.0,H,F,3.0,,,L1F,L,D,R,3
IMP,TX,78245,18.0,H,M,3.0,,Y,L3F,L,B,S,2
ADM,TX,76031-,27.0,U,F,3.0,,Y,L2F,L,A,C,2
AML,IN,47711,31.0,H,F,3.0,,,L2E,L,B,C,3
FOR,OTHER,71108,32.0,H,F,3.0,,,L1G,L,B,C,3
HAM,GA,30306,1.0,H,M,1.0,,,L1F,L,A,U,1
WIS,OTHER,74112,27.0,U,M,3.0,,,L1F,L,B,C,2
HIL,TX,78501,26.0,U,F,3.0,,,L1F,L,B,C,2
SYN,WA,98837,36.0,H,M,3.0,,,L1F,L,D,T,2
DNA,IN,46033,14.0,H,M,3.0,,Y,L3E,L,B,S,1
WRG,CA,91910,9.0,U,F,3.0,,,L2G,L,A,U,3
PBL,CA,94070,13.0,H,M,1.0,,,L1G,L,A,S,1
NEW,OTHER,85027,14.0,H,M,2.0,,Y,L1G,L,A,S,1
L01,MI,49101,49.0,U,M,0,,,L3E,L,C,R,2
RED,TX,78503,23.0,U,F,1.0,,,L4G,L,B,C,1
ESN,CA,95350,18.0,U,F,3.0,,,L3E,L,B,S,2
MCC,MI,49015,24.0,H,F,3.0,,,L1E,L,C,C,1
AGS,TX,79416,12.0,H,M,2.0,,,L4F,L,C,S,1
NWF,CA,94061,17.0,H,F,3.0,,,L1F,L,A,S,2
ASC,CA,90650,8.0,U,F,2.0,,,L1F,L,A,U,3
